ID,Sex,Age,Address,Family_size,Parent_cohabitation_status,Mother_education_level ,Father_education_level,Mother_job,Father_job,Guardian,Traveltime,Studytime,Failures,School_support,Family_support,Parent_aid,Activities,Nursery_attend,Access_internet,In_Romantic_relationship,Family_relative,Freetime,Goout,Health,Absences,State,Race,Math_score,Reading_score,Writing_score,Attendance_rate,Suspensions,Expulsions,Teacher_support,Counseling,Social_worker_visits,Parental_involvement
ID-3704,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),none,other,health,father,3,2,2,no,yes,no,yes,no,yes,no,5,3,1,fair,63,Texas,African American,53,46,44,86.86,3,1,no,no,4,medium
ID-2020,Male,16,Rural,greater than 3,Together,secondary,none,services,at_home,mother,2,1,4,no,no,yes,yes,yes,yes,no,1,2,3,poor,7,Texas,White,0,27,9,85.56,0,0,no,no,2,low
ID-1597,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),teacher,services,father,1,4,4,yes,yes,no,no,yes,yes,no,2,3,4,peak,36,California,White,20,0,62,81.65,0,1,no,yes,2,low
ID-3743,Male,19,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),health,at_home,other,2,3,3,yes,yes,no,no,no,no,yes,1,1,4,fair,15,California,White,66,35,25,77.05,1,0,no,yes,3,medium
ID-2954,Male,16,Rural,greater than 3,Apart,secondary,secondary,services,at_home,father,1,1,3,yes,yes,yes,no,no,no,yes,4,1,4,good,7,California,Hispanic,46,88,78,74.81,1,0,no,no,2,medium
ID-2883,Male,18,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),other,services,mother,2,1,1,yes,no,yes,yes,no,no,yes,5,5,1,poor,10,Florida,Other,88,96,2,75.9,3,0,no,no,0,low
ID-4465,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),higher education,at_home,other,other,2,2,1,yes,no,no,no,yes,yes,yes,5,5,4,good,73,Texas,Other,58,49,78,98.09,2,1,yes,yes,3,low
ID-4252,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),health,at_home,father,3,4,4,yes,no,no,no,yes,yes,yes,1,1,4,good,91,California,Hispanic,0,84,45,88.62,1,1,yes,no,1,high
ID-3804,Male,19,Rural,greater than 3,Together,primary (4th grade),none,other,health,mother,2,3,1,no,yes,yes,no,yes,no,no,3,5,3,poor,60,Florida,Asian,13,93,38,84.56,0,0,yes,no,4,low
ID-4765,Male,17,Rural,greater than 3,Apart,higher education,none,at_home,at_home,mother,1,1,2,yes,yes,yes,no,yes,no,yes,2,1,3,fair,64,California,White,97,76,100,70.77,0,1,no,yes,0,medium
ID-4737,Male,15,Rural,greater than 3,Together,none,primary (5th-9th grade),services,at_home,mother,3,3,4,yes,no,no,yes,yes,yes,no,4,3,4,fair,34,California,Hispanic,39,38,79,98.38,3,1,yes,no,0,high
ID-4648,Male,19,Rural,greater than 3,Apart,none,higher education,services,at_home,mother,2,4,1,no,yes,yes,no,yes,yes,yes,4,5,5,fair,0,California,Asian,66,49,49,92.5,3,0,yes,no,3,low
ID-1394,Male,17,Rural,greater than 3,Apart,none,higher education,teacher,at_home,father,3,1,4,yes,no,yes,no,yes,no,yes,2,3,1,excellent,93,California,White,8,22,59,75.57,3,1,no,no,1,high
ID-1436,Male,18,Rural,greater than 3,Apart,none,secondary,services,at_home,mother,1,1,4,no,no,no,no,no,yes,yes,4,5,1,excellent,93,Florida,African American,68,52,86,82.34,2,1,no,no,1,medium
ID-3515,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,services,health,mother,1,2,1,yes,yes,no,yes,yes,yes,yes,2,3,3,fair,73,Florida,Hispanic,24,5,18,88.93,0,0,no,no,0,medium
ID-2481,Male,19,Rural,greater than 3,Together,higher education,higher education,at_home,teacher,mother,1,2,4,no,no,yes,no,no,no,no,1,4,3,good,13,Texas,Asian,63,82,9,75.27,3,0,yes,no,1,low
ID-1811,Male,16,Rural,greater than 3,Apart,secondary,secondary,services,services,father,4,1,4,no,no,no,yes,no,no,no,2,5,5,good,87,Florida,Other,59,9,3,84.62,0,0,yes,no,1,medium
ID-1691,Male,18,Rural,greater than 3,Apart,primary (4th grade),higher education,at_home,teacher,other,4,4,4,yes,no,no,no,yes,yes,no,1,5,2,fair,83,Florida,Hispanic,32,15,96,91.32,0,1,yes,yes,1,high
ID-4940,Male,15,Rural,greater than 3,Apart,none,primary (5th-9th grade),health,services,other,1,2,1,yes,yes,yes,no,no,yes,yes,2,2,1,good,83,California,Other,4,76,38,74.47,3,0,yes,no,2,high
ID-3337,Male,17,Rural,greater than 3,Together,none,none,other,other,mother,4,4,2,yes,no,yes,no,no,yes,no,3,3,1,peak,68,California,Asian,75,21,76,77.49,2,0,no,yes,4,low
ID-3909,Male,16,Rural,greater than 3,Together,higher education,none,health,services,other,4,2,1,yes,no,no,no,yes,no,yes,4,5,3,peak,86,Florida,Hispanic,51,65,74,84.78,3,0,yes,yes,3,low
ID-2241,Male,17,Rural,greater than 3,Apart,secondary,primary (4th grade),health,health,father,4,2,1,no,no,yes,yes,no,yes,no,1,5,2,good,15,California,Hispanic,74,41,42,90.92,2,1,no,no,3,medium
ID-3691,Male,15,Rural,greater than 3,Apart,none,higher education,services,at_home,father,1,3,2,no,yes,no,no,no,no,yes,4,4,2,peak,40,Florida,Hispanic,32,89,71,86.85,3,0,yes,yes,2,high
ID-1709,Male,15,Rural,greater than 3,Apart,primary (4th grade),higher education,at_home,teacher,father,4,2,4,no,no,no,no,yes,no,yes,5,2,4,good,72,California,Hispanic,15,4,92,76.36,3,1,no,no,2,high
ID-804,Male,19,Rural,greater than 3,Apart,primary (4th grade),secondary,other,at_home,other,3,1,1,no,yes,no,no,yes,no,no,1,5,5,good,13,California,African American,2,93,97,94.7,1,1,yes,yes,3,low
ID-3952,Male,15,Rural,greater than 3,Apart,primary (4th grade),none,services,at_home,father,4,2,1,no,no,yes,yes,no,no,yes,3,2,2,peak,13,Texas,Hispanic,4,36,36,85.63,3,1,no,no,3,medium
ID-4606,Male,17,Rural,greater than 3,Apart,higher education,secondary,at_home,other,mother,2,1,2,no,no,no,yes,yes,no,yes,4,4,3,good,6,Texas,Asian,61,85,84,73.35,1,1,yes,yes,1,low
ID-3260,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),none,at_home,teacher,father,2,1,2,yes,no,no,no,no,no,no,3,1,2,good,43,California,Asian,18,50,17,76.79,0,1,yes,no,2,high
ID-2970,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,teacher,other,other,4,2,4,no,yes,yes,no,yes,yes,yes,1,3,1,poor,8,Florida,African American,10,81,28,99.04,0,1,yes,yes,2,medium
ID-2065,Male,19,Rural,greater than 3,Apart,primary (4th grade),higher education,health,health,other,1,3,3,yes,yes,no,yes,yes,no,yes,3,1,4,good,60,Florida,Hispanic,84,92,93,90.87,1,1,yes,yes,4,high
ID-3569,Male,17,Rural,greater than 3,Apart,secondary,none,other,teacher,father,3,3,1,yes,no,no,no,no,yes,no,2,2,2,excellent,59,Texas,Hispanic,72,18,45,79.98,0,0,no,no,0,medium
ID-4449,Male,17,Rural,greater than 3,Together,secondary,primary (5th-9th grade),teacher,health,mother,1,3,1,no,no,yes,yes,no,no,yes,4,1,1,good,82,California,White,17,3,49,77.3,1,1,no,no,4,high
ID-3284,Male,15,Rural,greater than 3,Apart,secondary,higher education,at_home,health,mother,1,3,3,no,no,yes,no,yes,no,no,5,2,2,good,52,California,White,11,71,16,83.94,3,1,yes,no,1,low
ID-2997,Male,17,Rural,greater than 3,Apart,secondary,secondary,other,other,mother,4,2,1,yes,yes,yes,no,no,no,yes,3,5,2,good,46,Florida,Other,42,26,22,74.82,1,1,no,yes,1,medium
ID-3407,Male,16,Rural,greater than 3,Together,higher education,primary (5th-9th grade),teacher,other,father,4,3,1,yes,yes,yes,yes,yes,no,yes,5,3,1,fair,15,California,African American,86,54,5,76.98,3,1,no,yes,1,low
ID-1505,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),other,at_home,father,3,2,3,no,yes,no,yes,no,no,yes,2,5,3,poor,36,California,White,49,92,90,90.89,2,1,no,yes,4,medium
ID-2890,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),other,at_home,mother,2,4,1,yes,yes,no,yes,no,no,no,3,2,5,fair,22,California,Asian,39,96,34,95.62,3,1,no,yes,0,low
ID-3155,Male,19,Rural,greater than 3,Apart,secondary,none,at_home,other,other,1,1,1,yes,yes,no,yes,no,no,yes,5,4,1,fair,30,Florida,Asian,76,6,36,71.86,1,0,no,yes,0,low
ID-984,Male,18,Rural,greater than 3,Apart,none,primary (4th grade),at_home,other,father,1,2,2,no,yes,no,yes,no,no,no,5,2,4,excellent,57,Texas,Asian,34,60,88,87.78,2,0,no,no,1,medium
ID-3330,Male,19,Rural,greater than 3,Apart,primary (4th grade),none,services,services,father,2,1,2,yes,yes,no,yes,yes,no,no,1,3,2,excellent,62,Florida,African American,56,98,48,87.83,2,0,yes,no,1,low
ID-4243,Male,18,Rural,greater than 3,Apart,higher education,higher education,other,at_home,mother,2,4,4,yes,no,yes,yes,yes,yes,no,3,2,3,poor,1,Texas,Asian,55,67,2,81.48,3,1,no,yes,0,medium
ID-1138,Male,19,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),at_home,services,father,4,2,4,yes,no,no,yes,yes,no,yes,1,1,5,excellent,85,Texas,White,27,25,39,93.54,2,0,no,no,0,high
ID-1370,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),teacher,health,mother,4,2,2,yes,yes,no,yes,yes,yes,no,2,1,5,good,3,Florida,White,61,58,59,84.99,3,1,no,yes,2,medium
ID-3307,Male,16,Rural,greater than 3,Apart,secondary,higher education,health,at_home,mother,3,1,4,yes,yes,no,yes,yes,no,yes,3,1,1,poor,21,California,Other,98,76,34,74.29,2,1,yes,yes,3,high
ID-2284,Male,18,Rural,greater than 3,Apart,higher education,primary (4th grade),services,other,mother,4,2,4,yes,yes,no,yes,no,yes,yes,1,1,2,good,56,Florida,Other,86,74,39,88.87,2,0,yes,yes,4,high
ID-2655,Male,15,Rural,greater than 3,Together,higher education,secondary,at_home,teacher,mother,1,4,2,yes,yes,no,yes,no,no,no,2,4,2,peak,30,Texas,African American,14,38,58,88.01,1,0,no,yes,4,medium
ID-2204,Male,16,Rural,greater than 3,Together,none,none,health,health,other,1,1,1,yes,no,no,yes,yes,no,yes,5,1,3,excellent,75,California,Other,7,33,3,99.79,0,0,no,yes,3,high
ID-1306,Male,15,Rural,greater than 3,Apart,none,none,services,teacher,father,2,4,2,no,yes,no,no,no,no,no,3,2,5,good,53,Florida,African American,14,24,40,76.58,1,1,yes,no,3,low
ID-4478,Male,16,Rural,greater than 3,Together,none,higher education,other,services,father,3,2,2,yes,yes,no,yes,no,no,yes,1,5,1,peak,19,California,Hispanic,64,84,54,88.19,2,0,yes,no,2,high
ID-2368,Male,16,Rural,greater than 3,Apart,primary (4th grade),secondary,health,services,other,4,4,3,yes,yes,no,no,no,yes,yes,4,2,2,excellent,40,Florida,Other,34,35,4,87.17,0,0,no,yes,0,medium
ID-1978,Male,19,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),services,services,mother,3,2,1,yes,no,yes,yes,yes,yes,no,5,2,5,excellent,8,Texas,African American,57,65,64,79.71,3,1,no,yes,0,low
ID-2987,Male,18,Rural,greater than 3,Together,primary (4th grade),secondary,at_home,other,mother,1,4,4,yes,yes,yes,no,yes,no,no,1,2,5,poor,47,Florida,White,75,88,30,92.93,2,0,yes,no,2,low
ID-1664,Male,18,Rural,greater than 3,Apart,secondary,secondary,at_home,services,mother,1,4,4,no,yes,yes,yes,no,yes,yes,1,2,4,fair,22,Florida,Other,8,95,59,81.16,1,0,no,yes,0,medium
ID-4168,Male,16,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),other,health,other,4,2,1,no,yes,no,no,yes,yes,no,4,1,2,good,82,California,Other,38,64,42,89.79,1,1,yes,yes,2,medium
ID-1438,Male,17,Rural,greater than 3,Together,primary (4th grade),secondary,services,other,father,4,3,4,yes,yes,yes,yes,no,yes,yes,5,3,4,poor,32,California,African American,96,96,8,81.86,2,0,no,no,1,high
ID-4552,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),teacher,health,mother,2,3,4,no,yes,no,no,yes,yes,yes,5,4,3,fair,68,Florida,Hispanic,20,5,90,93.8,2,1,yes,yes,2,low
ID-141,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),services,services,mother,1,1,4,no,no,yes,yes,no,yes,no,3,5,4,good,62,Texas,Other,94,12,57,99.94,1,1,no,no,1,high
ID-715,Male,15,Rural,greater than 3,Apart,secondary,secondary,services,at_home,mother,2,1,1,no,no,no,yes,yes,yes,yes,3,5,2,good,52,Florida,African American,59,16,15,90.65,0,0,yes,no,1,medium
ID-1795,Male,19,Rural,greater than 3,Apart,secondary,primary (4th grade),at_home,other,father,1,4,2,yes,yes,no,yes,no,no,yes,3,5,1,fair,20,Florida,Hispanic,93,79,69,93.46,2,1,no,no,1,high
ID-2426,Male,16,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),other,services,father,4,2,4,yes,no,no,no,no,no,yes,4,4,4,peak,63,Texas,African American,42,37,87,71.72,1,1,yes,no,3,low
ID-3913,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),services,other,other,1,1,4,no,yes,no,no,yes,yes,yes,3,2,4,good,31,Texas,Hispanic,62,85,88,96.77,2,1,no,no,3,high
ID-2949,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),health,at_home,father,1,3,1,no,no,yes,no,no,yes,no,4,4,5,fair,63,Florida,Asian,41,42,33,94.99,3,0,yes,yes,0,medium
ID-4166,Male,16,Rural,greater than 3,Apart,higher education,none,at_home,teacher,mother,1,4,2,yes,yes,yes,no,yes,no,no,2,2,4,fair,82,Texas,Other,82,40,34,74.16,0,1,yes,yes,1,medium
ID-1689,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,health,at_home,mother,3,1,2,yes,no,yes,yes,yes,no,yes,3,3,4,peak,21,Florida,Asian,33,70,84,88.51,0,1,no,yes,3,medium
ID-3968,Male,15,Rural,greater than 3,Together,primary (4th grade),higher education,services,health,other,4,1,4,no,yes,no,no,yes,no,yes,5,1,3,good,17,Florida,African American,16,1,95,95.93,3,0,yes,no,1,high
ID-1131,Male,19,Rural,greater than 3,Together,higher education,primary (4th grade),health,at_home,mother,3,1,1,yes,yes,no,no,yes,yes,yes,3,1,1,fair,24,California,Asian,97,0,76,88.88,0,1,no,no,3,high
ID-946,Male,18,Rural,greater than 3,Together,secondary,primary (4th grade),at_home,at_home,other,4,4,2,no,yes,no,yes,yes,yes,yes,4,5,1,poor,79,California,Hispanic,64,18,37,96.47,2,1,yes,yes,3,high
ID-1472,Male,19,Rural,greater than 3,Apart,none,primary (5th-9th grade),health,services,father,4,3,4,no,no,no,yes,yes,no,no,3,2,4,poor,89,Florida,White,24,15,49,91.31,3,1,yes,no,4,medium
ID-3363,Male,17,Rural,greater than 3,Together,secondary,higher education,teacher,other,mother,1,4,1,no,no,yes,no,no,no,no,5,3,5,excellent,66,California,Asian,98,33,93,83.19,1,0,no,yes,4,medium
ID-33,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,health,other,father,3,4,1,no,no,yes,no,no,yes,yes,4,2,5,poor,77,California,African American,57,92,11,98.72,3,1,no,no,1,low
ID-2236,Male,19,Rural,greater than 3,Apart,secondary,none,services,services,mother,3,2,3,yes,no,yes,no,yes,no,yes,1,3,3,fair,20,Texas,Other,9,71,96,97.68,2,0,no,no,3,medium
ID-3809,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),secondary,other,services,father,3,2,1,yes,yes,no,no,no,yes,yes,4,1,2,excellent,49,Texas,Asian,96,89,29,71.99,3,0,yes,no,4,high
ID-1826,Male,18,Rural,greater than 3,Apart,higher education,primary (4th grade),teacher,health,mother,2,3,1,no,no,yes,no,yes,no,yes,5,1,5,good,23,California,Asian,77,10,43,74.82,3,1,no,yes,0,low
ID-2990,Male,16,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),at_home,other,other,1,1,2,yes,no,yes,yes,no,no,yes,2,3,5,good,60,Florida,White,5,73,86,87.38,2,0,no,no,1,high
ID-3500,Male,17,Rural,greater than 3,Apart,primary (4th grade),secondary,services,health,other,2,2,4,yes,yes,yes,no,no,no,yes,1,4,4,good,79,Texas,African American,49,67,88,88.56,2,1,yes,yes,3,medium
ID-2681,Male,17,Rural,greater than 3,Apart,none,primary (5th-9th grade),services,health,father,1,1,4,yes,no,no,no,no,yes,no,5,3,5,fair,71,California,Asian,19,50,93,96.98,0,1,yes,yes,3,low
ID-1780,Male,19,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),teacher,teacher,mother,3,4,2,no,yes,yes,yes,no,no,yes,2,5,4,peak,59,Texas,Other,45,97,95,74.65,0,0,yes,yes,4,high
ID-4698,Male,18,Rural,greater than 3,Apart,higher education,secondary,other,other,mother,2,1,2,no,no,yes,yes,no,no,no,4,4,1,fair,92,California,Hispanic,75,48,93,81.35,2,1,yes,yes,0,medium
ID-2449,Male,16,Rural,greater than 3,Apart,primary (4th grade),none,services,services,other,3,4,4,yes,no,yes,no,no,no,yes,1,3,1,poor,13,California,Other,90,22,91,99.33,3,1,no,yes,1,high
ID-1440,Male,19,Rural,greater than 3,Together,higher education,none,services,at_home,father,3,3,4,yes,yes,no,no,yes,no,yes,3,1,3,excellent,9,Florida,Asian,10,1,1,95.8,2,0,yes,yes,1,high
ID-4678,Male,19,Rural,greater than 3,Together,none,primary (4th grade),health,health,father,1,1,1,yes,yes,yes,yes,no,no,no,1,3,1,good,68,Texas,Asian,78,96,73,97.26,2,0,yes,no,4,high
ID-2727,Male,18,Rural,greater than 3,Together,primary (4th grade),higher education,teacher,other,mother,3,1,2,yes,yes,no,yes,yes,no,no,1,2,2,peak,53,Florida,White,27,31,99,70.95,3,1,no,no,2,low
ID-4295,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),teacher,teacher,other,1,2,2,yes,no,no,no,no,yes,yes,4,3,4,excellent,92,Texas,African American,1,53,8,76.6,1,1,no,yes,0,high
ID-1629,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),health,other,father,2,3,2,yes,no,no,yes,yes,no,yes,4,2,3,poor,65,California,White,63,19,70,83.9,2,0,yes,no,0,low
ID-358,Male,16,Rural,greater than 3,Apart,higher education,secondary,other,other,father,4,4,1,no,no,no,no,yes,yes,yes,4,1,5,excellent,54,California,Other,13,76,11,96.21,0,1,yes,yes,1,high
ID-4914,Male,18,Rural,greater than 3,Together,none,primary (5th-9th grade),teacher,services,father,3,2,4,no,yes,no,no,yes,yes,yes,5,4,1,peak,47,Florida,African American,68,66,33,83.39,0,0,yes,no,2,high
ID-2183,Male,19,Rural,greater than 3,Apart,none,higher education,other,at_home,mother,4,4,4,yes,yes,yes,no,no,yes,yes,5,3,3,excellent,47,Florida,White,100,92,78,74.82,3,1,yes,no,3,low
ID-3724,Male,19,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),other,health,father,4,3,1,yes,no,no,yes,yes,yes,yes,1,4,1,fair,40,California,Asian,73,17,48,88.4,3,1,yes,yes,3,medium
ID-4327,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,at_home,other,mother,2,1,1,yes,no,no,yes,no,no,yes,2,1,1,excellent,57,Florida,African American,77,69,50,96.81,1,1,no,yes,2,low
ID-3997,Male,17,Rural,greater than 3,Together,primary (4th grade),secondary,teacher,health,other,1,3,1,no,yes,yes,no,yes,yes,no,1,3,5,fair,84,Texas,Hispanic,81,13,11,72.04,1,1,no,yes,4,high
ID-4435,Male,18,Rural,greater than 3,Apart,secondary,higher education,teacher,at_home,mother,4,2,4,no,yes,no,yes,yes,yes,yes,5,4,2,peak,74,California,Hispanic,97,67,5,84.87,3,0,no,yes,3,medium
ID-1868,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),secondary,health,services,mother,4,4,4,yes,no,yes,yes,no,no,no,3,5,2,poor,77,Texas,Other,80,89,25,99.4,1,1,no,no,1,high
ID-1850,Male,17,Rural,greater than 3,Together,primary (4th grade),none,health,services,father,4,4,1,no,yes,yes,yes,no,yes,yes,3,2,2,fair,68,Texas,White,27,75,68,72.27,0,0,yes,yes,4,low
ID-2537,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),other,other,father,2,3,4,yes,no,yes,no,yes,yes,yes,3,5,2,good,49,Texas,Other,37,60,48,82.08,0,0,yes,yes,0,medium
ID-63,Male,16,Rural,greater than 3,Together,primary (4th grade),higher education,at_home,teacher,father,2,3,4,yes,no,yes,no,no,yes,no,2,1,1,fair,24,Texas,Hispanic,94,37,50,76.56,2,0,no,no,4,low
ID-3457,Male,17,Rural,greater than 3,Apart,none,primary (4th grade),at_home,at_home,mother,4,2,2,yes,no,yes,no,yes,yes,yes,1,4,4,good,37,Texas,Asian,32,57,73,73.51,2,0,yes,no,4,low
ID-3871,Male,19,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),at_home,other,father,3,1,4,yes,no,no,no,yes,yes,yes,2,5,3,poor,43,Texas,Asian,99,91,84,91.71,0,1,yes,no,1,high
ID-1571,Male,15,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),health,health,mother,1,2,1,no,no,yes,no,yes,no,no,5,3,1,poor,44,California,Asian,53,40,91,71.91,1,0,yes,no,4,high
ID-1989,Male,17,Rural,greater than 3,Together,primary (4th grade),none,other,services,other,2,3,1,no,no,yes,yes,no,no,no,1,1,4,good,93,Texas,Asian,59,5,40,97.43,0,1,yes,yes,0,low
ID-1249,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),teacher,at_home,other,2,2,2,no,no,no,yes,no,no,yes,3,5,4,poor,35,Florida,Asian,3,3,10,98.51,0,0,yes,no,1,high
ID-4123,Male,19,Rural,greater than 3,Together,higher education,primary (5th-9th grade),services,teacher,other,4,4,4,no,no,no,yes,no,yes,no,3,3,3,excellent,69,Texas,Hispanic,53,71,46,87.43,1,0,yes,yes,4,low
ID-3542,Male,18,Rural,greater than 3,Together,none,primary (4th grade),teacher,other,father,1,1,2,yes,yes,yes,yes,no,no,yes,4,2,1,fair,10,California,African American,100,43,13,88.6,0,1,no,yes,3,low
ID-1542,Male,16,Rural,greater than 3,Together,secondary,none,services,services,other,3,4,1,yes,no,no,yes,no,no,yes,3,4,1,excellent,25,California,Asian,86,94,15,97.25,0,0,no,yes,1,medium
ID-906,Male,19,Rural,greater than 3,Together,higher education,primary (5th-9th grade),health,services,mother,4,4,4,no,no,yes,yes,no,no,no,3,1,1,excellent,40,Florida,African American,20,95,43,87.16,1,0,no,no,3,medium
ID-3091,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),services,other,other,4,1,4,no,yes,no,yes,yes,no,no,1,5,5,good,4,Florida,Asian,24,3,57,76.25,0,0,yes,yes,1,low
ID-1789,Male,18,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),other,teacher,other,2,4,4,no,yes,no,yes,yes,no,yes,5,1,5,fair,93,California,Other,50,27,20,80.76,2,1,no,yes,3,medium
ID-1807,Male,17,Rural,greater than 3,Apart,none,primary (5th-9th grade),health,health,mother,4,4,4,no,no,no,yes,no,no,yes,1,1,1,poor,67,California,White,14,6,13,84.67,0,0,no,yes,0,low
ID-3971,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,other,other,father,4,3,1,yes,no,no,no,yes,no,yes,2,1,3,excellent,36,California,African American,77,8,75,91.19,1,1,yes,no,1,medium
